"","web_url","snippet","lead_paragraph","abstract","print_page","source","pub_date","document_type","news_desk","section_name","subsection_name","type_of_material","_id","word_count","uri","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","byline.original","byline.organization"
"1","https://www.nytimes.com/2019/03/27/us/politics/trump-aca.html","President Trump decided to press courts to overturn the Affordable Care Act despite concerns from the attorney general, the health secretary and the vice president.","WASHINGTON — The Trump administration’s surprise decision to press for a court-ordered demolition of the Affordable Care Act came after a heated meeting in the Oval Office on Monday, where the president’s acting chief of staff and others convinced him that he could do through the courts what he could not do through Congress: repeal his predecessor’s signature achievement.","President Trump decided to press courts to overturn the Affordable Care Act despite concerns from the attorney general, the health secretary and the vice president.","1","The New York Times","2019-03-27T17:08:09+0000","article","Washington","U.S.","Politics","News","5c9c2bb240d36ff0709d027d",1505,"nyt://article/a7bb4be0-c128-5560-a59d-0ce1003457fd","Trump Sided With Mulvaney in Push to Nullify Health Law",NA,NA,"Fiery Meeting Swayed Trump In Health Fight",NA,NA,NA,"By Maggie Haberman and Robert Pear",NA
"2","https://www.nytimes.com/2019/03/22/world/asia/north-korea-sanctions.html","“President Trump likes Chairman Kim, and he doesn’t think these sanctions will be necessary,” said Sarah Huckabee Sanders, the White House press secretary.","WASHINGTON — President Trump undercut his own Treasury Department on Friday with a sudden announcement that he had rolled back newly imposed North Korea sanctions, appearing to overrule national security experts as a favor to Kim Jong-un, the North Korean leader.","“President Trump likes Chairman Kim, and he doesn’t think these sanctions will be necessary,” said Sarah Huckabee Sanders, the White House press secretary.","1","The New York Times","2019-03-22T18:05:46+0000","article","Washington","World","Asia Pacific","News","5c9523fa40d36ff0709c9fc4",1395,"nyt://article/36a4ce1c-e6d9-5360-9a66-ccd9becc98cf","Trump Overrules Own Experts on Sanctions, in Favor to North Korea",NA,NA,"A Defiant Trump Mutes North Korea Sanctions",NA,NA,NA,"By Alan Rappeport",NA
"3","https://www.nytimes.com/2019/03/21/us/politics/golan-heights-trump.html","Mr. Trump reversed decades of U.S. policy by declaring that Israel should have sovereignty over the Golan Heights — a move that has never been recognized internationally.","President Trump declared on Thursday that the United States should recognize Israel’s authority over the long disputed Golan Heights, delivering a valuable election-eve gift to Prime Minister Benjamin Netanyahu but jettisoning decades of American policy in the Middle East.","Mr. Trump reversed decades of U.S. policy by declaring that Israel should have sovereignty over the Golan Heights — a move that has never been recognized internationally.","1","The New York Times","2019-03-21T17:25:48+0000","article","Washington","U.S.","Politics","News","5c93c91c40d36ff0709c9880",1965,"nyt://article/250d8265-9e85-51d9-a671-c85a17b28614","In Golan Heights, Trump Bolsters Israel’s Netanyahu but Risks Roiling Middle East",NA,NA,"Trump Reverses Core Policy Tenet on Golan Heights",NA,NA,NA,"By Mark Landler and Edward Wong",NA
"4","https://www.nytimes.com/2019/03/19/us/politics/trump-tax-cut-economic-forecast.html","White House forecasters say the economy would need more tax cuts, fewer regulations and an infrastructure plan to produce long-term 3 percent annual growth.","WASHINGTON — The Trump administration pushed a $1.5 trillion tax cut through Congress in 2017 on the promise that it would spark sustained economic growth. While the tax cuts have goosed the economy in the short term, officials now concede they will not be enough to deliver the 3 percent annual growth the president promised over the long term.","White House forecasters say the economy would need more tax cuts, fewer regulations and an infrastructure plan to produce long-term 3 percent annual growth.","1","The New York Times","2019-03-19T21:37:03+0000","article","Washington","U.S.","Politics","News","5c9160ff40d36ff0709c8c58",908,"nyt://article/3179cee7-e0a2-5e83-a257-04257e000ba0","Trump’s Tax Cut Won’t Power the Growth He Predicts, Officials Concede",NA,NA,"Trump Advisers Concede His Tax Cut Falls Short",NA,NA,NA,"By Jim Tankersley",NA
"5","https://www.nytimes.com/2019/03/22/us/politics/trump-russia.html","The sprawling Russia story, explained.","WASHINGTON — The special counsel, Robert S. Mueller III, has delivered a report to Attorney General William P. Barr of findings from his investigation into Russia’s election interference and possible ties to Trump associates. Unless you’re a counterintelligence analyst, you may have lost track of how we got to this point in the saga and why Mr. Mueller was investigating President Trump in the first place. Here is a guide to what has happened over the past three years (yes, it’s been that long) and what we learned. ","The sprawling Russia story, explained.",NA,"The New York Times","2019-03-22T21:06:23+0000","article","Washington","U.S.","Politics","News","5c954e4f40d36ff0709ca0e8",2144,"nyt://article/d0d660ad-4eb7-5a15-beda-c07aa6af904b","Russia, Trump and Mueller: The Major Moments in the Case",NA,NA,NA,NA,NA,NA,"By Michael S. Schmidt and Scott Shane",NA
"6","https://www.nytimes.com/2019/03/24/us/politics/trump-exonerated.html","Like everyone else in the country, the president had been forced to wait while in Washington, the attorney general pored over the special counsel’s report and decided what to make public.","WASHINGTON — President Trump was in the private quarters of his Palm Beach, Fla., club on Sunday afternoon when two White House lawyers briefed him on the details of Attorney General William P. Barr’s four-page summary of the Russia investigation.","Like everyone else in the country, the president had been forced to wait while in Washington, the attorney general pored over the special counsel’s report and decided what to make public.","1","The New York Times","2019-03-25T00:36:36+0000","article","Washington","U.S.","Politics","News","5c998bd140d36ff0709cf91c",1188,"nyt://article/bfbd1829-7b29-512f-94c5-158001cf0e85","Trump Declares Exoneration, and a War on His Enemies",NA,NA,"Quiet Weekend Closes With Triumph and Fury",NA,NA,NA,"By Mark Landler and Maggie Haberman",NA
"7","https://www.nytimes.com/2019/03/19/business/dealbook/trump-deutsche-bank.html","The German lender courted Mr. Trump when no one else would, gave him millions — and has dropped him more than once.","Good Tuesday. (Want this by email? Sign up here.)","The German lender courted Mr. Trump when no one else would, gave him millions — and has dropped him more than once.",NA,"The New York Times","2019-03-19T10:58:17+0000","article","Business","Business Day","DealBook","News","5c90cb4940d36ff0709c88c0",1997,"nyt://article/0b906b5e-597a-5493-86a8-b7831cee3281","DealBook Briefing: Inside Trump and Deutsche Bank’s Checkered History",NA,NA,NA,NA,NA,NA,NA,NA
"8","https://www.nytimes.com/2019/03/20/podcasts/the-daily/jair-bolsonaro-brazil.html","Jair Bolsonaro spent most of his career on the political fringe, until his message started to resonate with a country reeling from economic hardship and a widespread corruption scandal.","Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher","Jair Bolsonaro spent most of his career on the political fringe, until his message started to resonate with a country reeling from economic hardship and a widespread corruption scandal.",NA,"The New York Times","2019-03-20T10:00:08+0000","article","Podcasts","Podcasts","The Daily","News","5c920f2840d36ff0709c8f5d",340,"nyt://article/15b7114a-d879-58e0-b369-bee6a97e2769","‘Trump of the Tropics’: How Brazil’s President Came to Power",NA,NA,NA,NA,NA,NA,NA,NA
"9","https://www.nytimes.com/2019/03/26/us/politics/national-emergency-vote.html","The 248-to-181 vote fell short of the two-thirds majority needed, shifting the fight over the president’s emergency declaration to the courts.","WASHINGTON — The House on Tuesday failed to overturn President Trump’s first veto, leaving the declaration of a national emergency at the southwestern border intact despite the bipartisan passage of a resolution attempting to nullify the president’s circumvention of Congress to fund his border wall.","The 248-to-181 vote fell short of the two-thirds majority needed, shifting the fight over the president’s emergency declaration to the courts.","15","The New York Times","2019-03-26T18:02:44+0000","article","Washington","U.S.","Politics","News","5c9a694440d36ff0709cff2f",815,"nyt://article/8c8637d9-ecd9-58ad-80ec-aaec0ca66fbc","House Fails to Override Trump’s Veto, Preserving National Emergency Order",NA,NA,"House Fails to Override Trump’s Veto, Preserving National Emergency Order",NA,NA,NA,"By Emily Cochrane",NA
"10","https://www.nytimes.com/2019/03/21/us/politics/robert-kraft-white-house.html","Mr. Trump has brushed aside worries about any negative effect that the Patriots owner’s presence at an official event could have, according to people close to the president.","WASHINGTON — President Trump has told aides that he wants his embattled friend, Robert K. Kraft, the owner of the New England Patriots, to be part of a celebration at the White House of the team’s victory in the Super Bowl, ignoring concerns about Mr. Kraft’s recent  charges of soliciting prostitution.","Mr. Trump has brushed aside worries about any negative effect that the Patriots owner’s presence at an official event could have, according to people close to the president.","15","The New York Times","2019-03-21T18:28:26+0000","article","Washington","U.S.","Politics","News","5c93e63140d36ff0709c9952",472,"nyt://article/2db18ea8-d825-5d37-bad9-96ac36fef8ad","Trump Wants Robert Kraft at White House Super Bowl Celebration Despite Charges",NA,NA,"Trump Wants Kraft Included in Celebration",NA,NA,NA,"By Maggie Haberman and Ken Belson",NA
"11","https://www.nytimes.com/2019/03/25/opinion/trump-free-speech-colleges.html","Deans don’t want call-out culture either — they just can’t say so out loud.","College presidents don’t want President Trump stepping into campus affairs and making threatening orders about speech — or so they say. ","Deans don’t want call-out culture either — they just can’t say so out loud.",NA,"The New York Times","2019-03-25T15:00:04+0000","article","OpEd","Opinion",NA,"Op-Ed","5c998be340d36ff0709cfa56",782,"nyt://article/3420e877-b393-5a3b-a618-60b60b751895","Why Colleges Like Trump’s Campus Speech Order",NA,NA,NA,NA,NA,NA,"By Mark Bauerlein",NA
"12","https://www.nytimes.com/2019/03/24/us/politics/democrats-impeaching-donald-trump.html","Democrats vowed to gain access to the full special counsel report, and seized on statements that were less than definitive in the attorney general’s summary of it.","WASHINGTON — Attorney General William P. Barr’s summary on Sunday of the special counsel investigation keeps the impeachment of President Trump off the table, at least for now, but Democrats vowed to push forward with investigations into every aspect of the presidency and for access to the full report of the special counsel, Robert S. Mueller III.","Democrats vowed to gain access to the full special counsel report, and seized on statements that were less than definitive in the attorney general’s summary of it.","16","The New York Times","2019-03-24T23:47:07+0000","article","Washington","U.S.","Politics","News","5c998bcc40d36ff0709cf8af",1222,"nyt://article/3e91e7bc-37ea-5283-b359-1f04aec84786","No Impeachment in View, but Democrats Push On With Investigations of Trump",NA,NA,"Democrats Vow to Push Ahead With Investigations",NA,NA,NA,"By Nicholas Fandos",NA
"13","https://www.nytimes.com/2019/03/21/us/politics/jared-kushner-whatsapp.html","Mr. Kushner and Ms. Trump’s use of private email accounts and an unofficial messaging service could violate federal records laws, a House committee chairman said.","WASHINGTON — The chairman of the House Oversight and Reform Committee revealed information on Thursday that he said showed Ivanka Trump and Jared Kushner used private messaging services for official White House business in a way that may have violated federal records laws.","Mr. Kushner and Ms. Trump’s use of private email accounts and an unofficial messaging service could violate federal records laws, a House committee chairman said.","16","The New York Times","2019-03-21T17:01:22+0000","article","Washington","U.S.","Politics","News","5c93c36340d36ff0709c9830",1112,"nyt://article/9bde75f0-6701-5af6-8e16-3dd2360278ed","Jared Kushner and Ivanka Trump Use Private Accounts for Official Business, Their Lawyer Says",NA,NA,"Trump’s Daughter and Son-in-Law Are Accused of Using Private Email",NA,NA,NA,"By Nicholas Fandos",NA
"14","https://www.nytimes.com/2019/03/18/us/politics/cindy-yang-trump.html","The Democrats said that reports about Cindy Yang raised “serious counterintelligence concerns” about access to Mr. Trump’s Florida estate, as well as about campaign finance violations.","WASHINGTON — The top Democrats on the House and Senate intelligence and judiciary committees have asked the F.B.I. to open investigations into the activities of a Chinese-American woman suspected of trying to sell access to President Trump and his administration.","The Democrats said that reports about Cindy Yang raised “serious counterintelligence concerns” about access to Mr. Trump’s Florida estate, as well as about campaign finance violations.","17","The New York Times","2019-03-18T17:07:31+0000","article","Washington","U.S.","Politics","News","5c8fd05340d36ff0709c847b",644,"nyt://article/5f1da009-586b-56e2-ac5a-f9c3bc075cb3","Democrats Ask F.B.I. to Investigate Florida Woman Suspected of Selling Access to Trump",NA,NA,"F.B.I. Asked To Examine Spa Owner’s Trump Ties",NA,NA,NA,"By Nicholas Fandos",NA
"15","https://www.nytimes.com/aponline/2019/03/22/us/politics/ap-us-trump-russia-probe-key-players-.html","A look at the key players entangled in special counsel Robert Mueller's Russia probe.","WASHINGTON — A look at the key players entangled in special counsel Robert Mueller's Russia probe.","A look at the key players entangled in special counsel Robert Mueller's Russia probe.",NA,"AP","2019-03-22T21:42:51+0000","article","None","U.S.","Politics","News","5c9556db40d36ff0709ca112",746,"nyt://article/6c6a05a8-fd49-5ef4-8b0f-a0fc9d60db73","Key Players in the Trump-Russia Investigation",NA,NA,"Key Players in the Trump-Russia Investigation",NA,NA,NA,"By The Associated Press","The Associated Press"
"16","https://www.nytimes.com/aponline/2019/03/19/world/americas/ap-lt-venezuela-us-sanctions.html","U.S. President Donald Trump said Tuesday that the United States could impose harsher sanctions on Venezuela in its campaign to oust President Nicolas Maduro.","CARACAS, Venezuela — U.S. President Donald Trump said Tuesday that the United States could impose harsher sanctions on Venezuela in its campaign to oust President Nicolas Maduro.","U.S. President Donald Trump said Tuesday that the United States could impose harsher sanctions on Venezuela in its campaign to oust President Nicolas Maduro.",NA,"AP","2019-03-19T20:21:18+0000","article","None","World","Americas","News","5c914f3e40d36ff0709c8c04",679,"nyt://article/622e56b5-b26b-54af-b19f-dce88cf9fd30","Trump Warns of Tougher Sanctions on Venezuela",NA,NA,"Trump Warns of Tougher Sanctions on Venezuela",NA,NA,NA,"By The Associated Press","The Associated Press"
"17","https://www.nytimes.com/2019/03/27/opinion/trump-obamacare-affordable-care-act.html","It’s not just the potential damage to the health care system and the people who depend on it. It’s also the threat, in the administration’s legal position, to the rule of law.","Attorney General William Barr was supposed to be a voice of reason in the Trump administration. An old Washington hand, he had the stature and the backbone to protect the Justice Department from a White House that often seems to disdain the rule of law.","It’s not just the potential damage to the health care system and the people who depend on it. It’s also the threat, in the administration’s legal position, to the rule of law.",NA,"The New York Times","2019-03-27T10:00:07+0000","article","OpEd","Opinion",NA,"Op-Ed","5c9c2b8640d36ff0709d0154",965,"nyt://article/ee83d6f8-3539-52b7-ba25-8991d96a5d6b","Why Trump’s New Push to Kill Obamacare Is So Alarming",NA,NA,NA,NA,NA,NA,"By Nicholas Bagley",NA
"18","https://www.nytimes.com/aponline/2019/03/20/us/politics/ap-us-trump-netanyahu-.html","President Donald Trump will host Israeli Prime Minister Benjamin Netanyahu (neh-ten-YAH'-hoo) at the White House next week.","WASHINGTON — President Donald Trump will host Israeli Prime Minister Benjamin Netanyahu (neh-ten-YAH'-hoo) at the White House next week.","President Donald Trump will host Israeli Prime Minister Benjamin Netanyahu (neh-ten-YAH'-hoo) at the White House next week.",NA,"AP","2019-03-20T18:00:34+0000","article","None","U.S.","Politics","News","5c927fc340d36ff0709c9228",129,"nyt://article/a8bef5de-b379-5d63-9487-46c2433bb0dc","Trump to Host Netanyahu at White House",NA,NA,"Trump to Host Netanyahu at White House",NA,NA,NA,"By The Associated Press","The Associated Press"
"19","https://www.nytimes.com/aponline/2019/03/24/us/politics/ap-us-trump-russia-probe-analysis.html","The cloud that has hung over President Donald Trump since the day he walked into the White House has been lifted.","WASHINGTON — The cloud that has hung over President Donald Trump since the day he walked into the White House has been lifted.","The cloud that has hung over President Donald Trump since the day he walked into the White House has been lifted.",NA,"AP","2019-03-24T23:51:46+0000","article","None","U.S.","Politics","News","5c998bc540d36ff0709cf7e6",849,"nyt://article/cd5112b1-ca64-54cd-a9de-1f2b4a63fec4","Analysis: A Cloud Lifts Over Trump, but at a Cost",NA,NA,"Analysis: A Cloud Lifts Over Trump, but at a Cost",NA,NA,NA,"By The Associated Press","The Associated Press"
"20","https://www.nytimes.com/aponline/2019/03/27/us/politics/ap-us-trump-agenda.html","Buoyed by word that the special counsel didn't find collusion with Russia, President Donald Trump is voicing new interest in policymaking, including a fresh effort to repeal and replace ""Obamacare."" But Trump has few detailed policy proposals to b...","WASHINGTON — Buoyed by word that the special counsel didn't find collusion with Russia, President Donald Trump is voicing new interest in policymaking, including a fresh effort to repeal and replace ""Obamacare."" But Trump has few detailed policy proposals to back up his words, suggesting he's as focused on highlighting issues that appeal to his political base as actually enacting legislation.","Buoyed by word that the special counsel didn't find collusion with Russia, President Donald Trump is voicing new interest in policymaking, including a fresh effort to repeal and replace ""Obamacare."" But Trump has few detailed policy proposals to back up his words, suggesting he's as focused on highlighting issues that appeal to his political base as actually enacting legislation.",NA,"AP","2019-03-27T22:48:52+0000","article","None","U.S.","Politics","News","5c9c2be740d36ff0709d03a0",1182,"nyt://article/7c0a6510-2fa2-5fb4-9802-65f65cce4e6c","Trump Turns to Health Care With an Eye on 2020",NA,NA,"Trump Turns to Health Care With an Eye on 2020",NA,NA,NA,"By The Associated Press","The Associated Press"
"21","https://www.nytimes.com/aponline/2019/03/24/us/politics/ap-us-democrats-mueller.html","For many Democrats, Robert Mueller's investigation has long stood as their best, last chance to take down President Donald Trump before the next election.","WASHINGTON — For many Democrats, Robert Mueller's investigation has long stood as their best, last chance to take down President Donald Trump before the next election.","For many Democrats, Robert Mueller's investigation has long stood as their best, last chance to take down President Donald Trump before the next election.",NA,"AP","2019-03-24T18:06:49+0000","article","None","U.S.","Politics","News","5c998bc040d36ff0709cf796",1038,"nyt://article/050e0048-48e6-5a00-ac84-e15860225026","Oversight or Overreach? Democrats Wrestle With Trump Probes",NA,NA,"Oversight or Overreach? Democrats Wrestle With Trump Probes",NA,NA,NA,"By The Associated Press","The Associated Press"
"22","https://www.nytimes.com/aponline/2019/03/22/us/politics/ap-us-united-states-north-korea-the-latest.html","The Latest on the United States sanctions on North Korea (all times local):","WASHINGTON — The Latest on the United States sanctions on North Korea (all times local):","The Latest on the United States sanctions on North Korea (all times local):",NA,"AP","2019-03-22T18:30:55+0000","article","None","U.S.","Politics","News","5c9529df40d36ff0709c9fe3",272,"nyt://article/7571c6e2-d1d5-5331-b464-5e6f470c2254","The Latest: Trump Reversing New Sanctions on North Korea",NA,NA,"The Latest: Trump Reversing New Sanctions on North Korea",NA,NA,NA,"By The Associated Press","The Associated Press"
"23","https://www.nytimes.com/2019/03/26/us/republicans-mueller-report.html","For almost two years, President Trump’s fiercest supporters decried the Mueller investigation as a “witch hunt” that should be shut down. Over the weekend, they rejoiced.","The celebrations began almost immediately. Over the weekend in midtown Manhattan, Lisa Joseph helped organize a “No Collusion Day” rally. In Houston, Anson Klaber took a bottle of Russian vodka and poultry to a dinner party. He wanted his friends to eat crow, but cooked chicken would have to do.","For almost two years, President Trump’s fiercest supporters decried the Mueller investigation as a “witch hunt” that should be shut down. Over the weekend, they rejoiced.","15","The New York Times","2019-03-27T00:19:50+0000","article","National","U.S.",NA,"News","5c9c2b6840d36ff0709d0044",935,"nyt://article/205dba30-3462-5a63-b4cf-7a0a07f3b0c1","Russian Vodka. A ‘No Collusion Day’ Rally. Trump Fans Celebrate the Mueller Report.",NA,NA,"Conservative Delight on ‘No Collusion Day,’ but Feelings Remain Raw",NA,NA,NA,"By Jack Healy and Alan Blinder",NA
